EVENT_ID  ISSUE_ID  TYPE        CREATION_DATE           ACTOR            TITLE

​ 4020135916 45037 | renamed | 2020-11-20T10:07:11Z | wanghao0225 | tensorflow version 2.2.0 ;question:WARNING:tensorflow:6 out of the last 11 calls to <function Model.make_predict_function.<locals>.predict_function at 0x0000023B864321F8> triggered tf.function retracing. Tracing is expensive and the excessive number of tracings is likely due to passing python objects instead of tensors. Also, tf.function has experimental_relax_shapes=True option that relaxes argument shapes that can avoid unnecessary retracing. Please refer to https://www.tensorflow.org/tutorials/customization/performance#python_or_tensor_args and https://www.tensorflow.org/api_docs/python/tf/function for more details.
​ 4016814249 44946 | mentioned | 2020-11-19T16:40:31Z | connect2robiul | ValueError: Shapes (None, 1) and (None, 10) are incompatible
​ 4016811134 44683 | labeled | 2020-11-19T16:39:51Z | amahendrakar | Not creating XLA devices, tf_xla_enable_xla_devices not set
​ 4016810661 44683 | subscribed | 2020-11-19T16:39:45Z | Angit16 | Not creating XLA devices, tf_xla_enable_xla_devices not set
​ 4016810658 44683 | mentioned | 2020-11-19T16:39:44Z | Angit16 | Not creating XLA devices, tf_xla_enable_xla_devices not set
​ 4016810651 44683 | subscribed | 2020-11-19T16:39:44Z | vmarkovtsev | Not creating XLA devices, tf_xla_enable_xla_devices not set
​ 4016810647 44683 | mentioned | 2020-11-19T16:39:44Z | vmarkovtsev | Not creating XLA devices, tf_xla_enable_xla_devices not set
​ 4016789737 43886 | subscribed | 2020-11-19T16:35:18Z | marcospgp | Update Keras Conv2D layer docs to specify padding value
​ 4016789728 43886 | mentioned | 2020-11-19T16:35:18Z | marcospgp | Update Keras Conv2D layer docs to specify padding value
​ 4016753377 44063 | moved_columns_in_project | 2020-11-19T16:27:45Z | Sidong-Wei | Fix a TF Lite issue when loading a saved TF Lite model on platforms with different endianness
​ 4016753302 44063 | closed | 2020-11-19T16:27:44Z | Sidong-Wei | Fix a TF Lite issue when loading a saved TF Lite model on platforms with different endianness
​ 4016752509 44990 | subscribed | 2020-11-19T16:27:35Z | zzhulm | tf-gpu 2.3.1 get initial low accuracy compare to tf-gpu 2.1
​ 4016752503 44990 | mentioned | 2020-11-19T16:27:35Z | zzhulm | tf-gpu 2.3.1 get initial low accuracy compare to tf-gpu 2.1
​ 4016740943 44989 | closed | 2020-11-19T16:25:14Z | sailokeshaithagoni | ValueError: Cannot feed value of shape (1, 384, 513, 3) for Tensor
​ 4016715084 44199 | closed | 2020-11-19T16:20:12Z | tanzhenyu | error occurred when i loaded a model contain TextVectorization layer
​ 4016705267 44968 | unlabeled | 2020-11-19T16:18:15Z | kokoro-team | TFLu: Move Ethos-U custom op out of AllOpsResolver
​ 4016705264 44968 | unlabeled | 2020-11-19T16:18:15Z | kokoro-team | TFLu: Move Ethos-U custom op out of AllOpsResolver
​ 4016701009 44968 | moved_columns_in_project | 2020-11-19T16:17:24Z | advaitjain | TFLu: Move Ethos-U custom op out of AllOpsResolver
​ 4016700812 44968 | labeled | 2020-11-19T16:17:21Z | tensorflow-butler[bot] | TFLu: Move Ethos-U custom op out of AllOpsResolver
​ 4016700810 44968 | labeled | 2020-11-19T16:17:21Z | tensorflow-butler[bot] | TFLu: Move Ethos-U custom op out of AllOpsResolver
​ 4016670353 45006 | closed | 2020-11-19T16:11:19Z | draklowell | Building custom op failed
​ 4015779385 44933 | unassigned | 2020-11-19T13:14:24Z | Saduf2019 | Dataset.unbatch() sets cardinality to -2 when batch remainder is not explicitly dropped
​ 4015767763 45003 | labeled | 2020-11-19T13:11:30Z | Saduf2019 | ResourceExhaustedError
​ 4015763037 45003 | subscribed | 2020-11-19T13:10:19Z | Danishzulfquar | ResourceExhaustedError
​ 4015763032 45003 | mentioned | 2020-11-19T13:10:19Z | Danishzulfquar | ResourceExhaustedError
​ 4015738557 45007 | assigned | 2020-11-19T13:04:07Z | rmothukuru | Mistakes in the documentation of UniqueWithCountsV2 API
​ 4015738546 45007 | unassigned | 2020-11-19T13:04:07Z | Saduf2019 | Mistakes in the documentation of UniqueWithCountsV2 API
​ 4015736849 45007 | labeled | 2020-11-19T13:03:40Z | Saduf2019 | Mistakes in the documentation of UniqueWithCountsV2 API
​ 4015736425 45007 | labeled | 2020-11-19T13:03:34Z | Saduf2019 | Mistakes in the documentation of UniqueWithCountsV2 API
​ 4015712403 45007 | assigned | 2020-11-19T12:57:43Z | Saduf2019 | Mistakes in the documentation of UniqueWithCountsV2 API
​ 4015668117 44486 | review_requested | 2020-11-19T12:46:44Z | dev0x13 | Fixed incorrect ptxas usage affecting performance when using CUDA
​ 4015661450 44701 | closed | 2020-11-19T12:44:56Z | arun4ss |  3760 illegal hardware instruction  python3
​ 4015628002 44520 | subscribed | 2020-11-19T12:37:37Z | cookingbear | tf.lite.Interpreter can not be used on the newest nightly version
​ 4015627990 44520 | mentioned | 2020-11-19T12:37:36Z | cookingbear | tf.lite.Interpreter can not be used on the newest nightly version
​ 4015440534 45006 | assigned | 2020-11-19T11:50:50Z | ravikyram | Building custom op failed
​ 4015440385 45006 | labeled | 2020-11-19T11:50:48Z | draklowell | Building custom op failed
​ 4015428395 44917 | subscribed | 2020-11-19T11:47:34Z | yhliang2018 | Slowdown training LSTM on TensorFlow 2.4+
​ 4015428390 44917 | mentioned | 2020-11-19T11:47:33Z | yhliang2018 | Slowdown training LSTM on TensorFlow 2.4+
​ 4015411878 44949 | head_ref_deleted | 2020-11-19T11:43:12Z | Molkree | Fix small typos
​ 4015406766 44762 | labeled | 2020-11-19T11:41:54Z | tensorflow-butler[bot] | in nocopts attribute of cc_library rule @jpeg//:simd_none: This attribute was removed.
​ 4015358812 45004 | review_requested | 2020-11-19T11:30:01Z | gbaned | 2.4.0rc1 not supporting RTX 3090? #44969   Update efficientnet_weight_update_util.py
​ 4015358405 45004 | added_to_project | 2020-11-19T11:29:55Z | gbaned | 2.4.0rc1 not supporting RTX 3090? #44969   Update efficientnet_weight_update_util.py
​ 4015358117 45004 | labeled | 2020-11-19T11:29:50Z | gbaned | 2.4.0rc1 not supporting RTX 3090? #44969   Update efficientnet_weight_update_util.py
​ 4015357734 45004 | assigned | 2020-11-19T11:29:44Z | gbaned | 2.4.0rc1 not supporting RTX 3090? #44969   Update efficientnet_weight_update_util.py
​ 4015288226 45005 | assigned | 2020-11-19T11:14:09Z | amahendrakar | Unable to perform subsampling using tf.data.Dataset map() method.
​ 4015288107 45005 | labeled | 2020-11-19T11:14:07Z | animesh0794 | Unable to perform subsampling using tf.data.Dataset map() method.
​ 4015287908 44793 | moved_columns_in_project | 2020-11-19T11:14:05Z | copybara-service[bot] | Fix a typo
​ 4015287881 44793 | closed | 2020-11-19T11:14:04Z | copybara-service[bot] | Fix a typo
​ 4015287867 44793 | merged | 2020-11-19T11:14:04Z | copybara-service[bot] | Fix a typo
​ 4015287807 44793 | referenced | 2020-11-19T11:14:03Z | copybara-service[bot] | Fix a typo
​ 4015281284 44986 | labeled | 2020-11-19T11:12:20Z | amahendrakar | Resource exhausted error when running tf.keras.Model.predict on large tensor
​ 4015281282 44986 | labeled | 2020-11-19T11:12:20Z | amahendrakar | Resource exhausted error when running tf.keras.Model.predict on large tensor
​ 4015281279 44986 | labeled | 2020-11-19T11:12:20Z | amahendrakar | Resource exhausted error when running tf.keras.Model.predict on large tensor
​ 4015281278 44986 | unlabeled | 2020-11-19T11:12:20Z | amahendrakar | Resource exhausted error when running tf.keras.Model.predict on large tensor
​ 4015280432 44986 | subscribed | 2020-11-19T11:12:06Z | lminer | Resource exhausted error when running tf.keras.Model.predict on large tensor
​ 4015280428 44986 | mentioned | 2020-11-19T11:12:06Z | lminer | Resource exhausted error when running tf.keras.Model.predict on large tensor
​ 4015252734 44982 | assigned | 2020-11-19T11:05:26Z | jvishnuvardhan | TF Lite LSH Projection returns different results on Big Endian and Little Endian Machines
​ 4015252728 44982 | unassigned | 2020-11-19T11:05:26Z | amahendrakar | TF Lite LSH Projection returns different results on Big Endian and Little Endian Machines
​ 4015250879 44982 | labeled | 2020-11-19T11:04:58Z | amahendrakar | TF Lite LSH Projection returns different results on Big Endian and Little Endian Machines
​ 4015250878 44982 | labeled | 2020-11-19T11:04:58Z | amahendrakar | TF Lite LSH Projection returns different results on Big Endian and Little Endian Machines
​ 4015247629 44199 | subscribed | 2020-11-19T11:04:11Z | Clover0315 | error occurred when i loaded a model contain TextVectorization layer
​ 4015247626 44199 | mentioned | 2020-11-19T11:04:11Z | Clover0315 | error occurred when i loaded a model contain TextVectorization layer
​ 4015242111 44602 | labeled | 2020-11-19T11:03:01Z | amahendrakar | fatal error: tensorflow/core/framework/types.pb.h: No such file or directory
​ 4015241335 44602 | subscribed | 2020-11-19T11:02:51Z | sairmreddy | fatal error: tensorflow/core/framework/types.pb.h: No such file or directory
​ 4015241332 44602 | mentioned | 2020-11-19T11:02:51Z | sairmreddy | fatal error: tensorflow/core/framework/types.pb.h: No such file or directory
​ 4015228031 44588 | moved_columns_in_project | 2020-11-19T10:59:48Z | copybara-service[bot] | Add ESP32 examples build test
​ 4015227991 44588 | closed | 2020-11-19T10:59:48Z | copybara-service[bot] | Add ESP32 examples build test
​ 4015227976 44588 | merged | 2020-11-19T10:59:48Z | copybara-service[bot] | Add ESP32 examples build test
​ 4015227900 44588 | referenced | 2020-11-19T10:59:46Z | copybara-service[bot] | Add ESP32 examples build test
​ 4015220816 45004 | subscribed | 2020-11-19T10:58:04Z | googlebot | 2.4.0rc1 not supporting RTX 3090? #44969   Update efficientnet_weight_update_util.py
​ 4015220813 45004 | mentioned | 2020-11-19T10:58:04Z | googlebot | 2.4.0rc1 not supporting RTX 3090? #44969   Update efficientnet_weight_update_util.py
​ 4015213038 45004 | reopened | 2020-11-19T10:56:15Z | teja2002 | 2.4.0rc1 not supporting RTX 3090? #44969   Update efficientnet_weight_update_util.py
​ 4015212137 45004 | subscribed | 2020-11-19T10:56:03Z | googlebot | 2.4.0rc1 not supporting RTX 3090? #44969   Update efficientnet_weight_update_util.py
​ 4015212131 45004 | mentioned | 2020-11-19T10:56:03Z | googlebot | 2.4.0rc1 not supporting RTX 3090? #44969   Update efficientnet_weight_update_util.py
​ 4015212119 45004 | closed | 2020-11-19T10:56:03Z | teja2002 | 2.4.0rc1 not supporting RTX 3090? #44969   Update efficientnet_weight_update_util.py
​ 4015209131 44341 | labeled | 2020-11-19T10:55:24Z | ravikyram | pruning object detection models
​ 4015209130 44341 | labeled | 2020-11-19T10:55:24Z | ravikyram | pruning object detection models
​ 4015209128 44341 | unlabeled | 2020-11-19T10:55:24Z | ravikyram | pruning object detection models
​ 4015206133 44939 | moved_columns_in_project | 2020-11-19T10:54:42Z | copybara-service[bot] | TFlu: Add unit test for multiple inputs
​ 4015206086 45004 | labeled | 2020-11-19T10:54:42Z | google-cla[bot] | 2.4.0rc1 not supporting RTX 3090? #44969   Update efficientnet_weight_update_util.py
​ 4015206052 45004 | unlabeled | 2020-11-19T10:54:41Z | google-cla[bot] | 2.4.0rc1 not supporting RTX 3090? #44969   Update efficientnet_weight_update_util.py
​ 4015206003 44939 | closed | 2020-11-19T10:54:41Z | copybara-service[bot] | TFlu: Add unit test for multiple inputs
​ 4015205985 44939 | merged | 2020-11-19T10:54:41Z | copybara-service[bot] | TFlu: Add unit test for multiple inputs
​ 4015205930 44939 | referenced | 2020-11-19T10:54:40Z | copybara-service[bot] | TFlu: Add unit test for multiple inputs
​ 4015205730 45004 | subscribed | 2020-11-19T10:54:37Z | googlebot | 2.4.0rc1 not supporting RTX 3090? #44969   Update efficientnet_weight_update_util.py
​ 4015205727 45004 | mentioned | 2020-11-19T10:54:37Z | googlebot | 2.4.0rc1 not supporting RTX 3090? #44969   Update efficientnet_weight_update_util.py
​ 4015199949 44601 | labeled | 2020-11-19T10:53:21Z | amahendrakar | Why is the memory(no gpu) used so different between windows and Ubuntu？
​ 4015199947 44601 | labeled | 2020-11-19T10:53:21Z | amahendrakar | Why is the memory(no gpu) used so different between windows and Ubuntu？
​ 4015199943 44601 | unlabeled | 2020-11-19T10:53:21Z | amahendrakar | Why is the memory(no gpu) used so different between windows and Ubuntu？
​ 4015199104 44601 | subscribed | 2020-11-19T10:53:09Z | nistarlwc | Why is the memory(no gpu) used so different between windows and Ubuntu？
​ 4015199098 44601 | mentioned | 2020-11-19T10:53:09Z | nistarlwc | Why is the memory(no gpu) used so different between windows and Ubuntu？
​ 4015197677 45004 | labeled | 2020-11-19T10:52:49Z | google-cla[bot] | 2.4.0rc1 not supporting RTX 3090? #44969   Update efficientnet_weight_update_util.py
​ 4015197435 45004 | labeled | 2020-11-19T10:52:44Z | tensorflow-butler[bot] | 2.4.0rc1 not supporting RTX 3090? #44969   Update efficientnet_weight_update_util.py
​ 4015150831 44341 | closed | 2020-11-19T10:41:55Z | tensorflow-butler[bot] | pruning object detection models
​ 4015137836 44793 | labeled | 2020-11-19T10:39:01Z | gbaned | Fix a typo
​ 4015137345 44793 | unlabeled | 2020-11-19T10:38:56Z | gbaned | Fix a typo
​ 4015100734 44530 | labeled | 2020-11-19T10:30:32Z | gbaned | [ROCm] Fix for ROCm CSB breakage - 201102
​ 4015100386 44530 | unlabeled | 2020-11-19T10:30:27Z | gbaned | [ROCm] Fix for ROCm CSB breakage - 201102
​ 4015087452 44735 | labeled | 2020-11-19T10:27:29Z | gbaned | [TFLite] Disable the unfolding of the BatchMatMulOp for 16-bit inference
​ 4015086972 44735 | unlabeled | 2020-11-19T10:27:24Z | gbaned | [TFLite] Disable the unfolding of the BatchMatMulOp for 16-bit inference
​ 4015072285 44889 | labeled | 2020-11-19T10:24:08Z | rmothukuru | Make tf.debugging.assert_shapes support agnostic comparisons
​ 4015071603 44889 | labeled | 2020-11-19T10:23:58Z | rmothukuru | Make tf.debugging.assert_shapes support agnostic comparisons
​ 4015071016 44889 | subscribed | 2020-11-19T10:23:51Z | joelberkeley | Make tf.debugging.assert_shapes support agnostic comparisons
​ 4015071006 44889 | mentioned | 2020-11-19T10:23:51Z | joelberkeley | Make tf.debugging.assert_shapes support agnostic comparisons
​ 4015032192 42134 | labeled | 2020-11-19T10:15:23Z | gbaned | [TFLite] Fix potential overflow in 64-bit MultiplyByQuantizedMultiplier function
​ 4015031152 42134 | unlabeled | 2020-11-19T10:15:10Z | gbaned | [TFLite] Fix potential overflow in 64-bit MultiplyByQuantizedMultiplier function
​ 4015018007 43566 | subscribed | 2020-11-19T10:12:22Z | advaitjain | TFLu: Port TFL detection postprocess operator
​ 4015018001 43566 | mentioned | 2020-11-19T10:12:22Z | advaitjain | TFLu: Port TFL detection postprocess operator
​ 4015017888 44578 | labeled | 2020-11-19T10:12:20Z | ravikyram | tf.data.dataset.batch returns different shape depending on drop_remainder parameter
​ 4015017886 44578 | unlabeled | 2020-11-19T10:12:20Z | ravikyram | tf.data.dataset.batch returns different shape depending on drop_remainder parameter
​ 4015009243 43957 | unlabeled | 2020-11-19T10:10:33Z | gbaned | [TFLite] Add int16x8 support for RESIZE_BILINEAR operator
​ 4014985806 44530 | unlabeled | 2020-11-19T10:05:54Z | gbaned | [ROCm] Fix for ROCm CSB breakage - 201102
​ 4014984527 44588 | labeled | 2020-11-19T10:05:40Z | gbaned | Add ESP32 examples build test
​ 4014983810 44588 | unlabeled | 2020-11-19T10:05:31Z | gbaned | Add ESP32 examples build test
​ 4014978976 44735 | unlabeled | 2020-11-19T10:04:36Z | gbaned | [TFLite] Disable the unfolding of the BatchMatMulOp for 16-bit inference
​ 4014977304 45001 | labeled | 2020-11-19T10:04:16Z | amahendrakar | Error when trying to build from source on on CUDA 11 & Cudnn 8
​ 4014977302 45001 | labeled | 2020-11-19T10:04:16Z | amahendrakar | Error when trying to build from source on on CUDA 11 & Cudnn 8
​ 4014977300 45001 | labeled | 2020-11-19T10:04:16Z | amahendrakar | Error when trying to build from source on on CUDA 11 & Cudnn 8
​ 4014976883 44793 | labeled | 2020-11-19T10:04:10Z | gbaned | Fix a typo
​ 4014976514 44793 | unlabeled | 2020-11-19T10:04:05Z | gbaned | Fix a typo
​ 4014975964 45001 | subscribed | 2020-11-19T10:03:59Z | Macaque2077 | Error when trying to build from source on on CUDA 11 & Cudnn 8
​ 4017274201 39581 | labeled | 2020-11-19T18:18:57Z | amahendrakar | Why is tensorflow-gpu still being released for new versions of tensorflow?
​ 4017274031 42079 | labeled | 2020-11-19T18:18:54Z | ravikyram | tensorflow.lite.python.convert.ConverterError: <unknown>:0: error: loc("Func/StatefulPartitionedCall/input/_0"): requires all operands and results to have compatible element types
​ 4017274029 42079 | labeled | 2020-11-19T18:18:54Z | ravikyram | tensorflow.lite.python.convert.ConverterError: <unknown>:0: error: loc("Func/StatefulPartitionedCall/input/_0"): requires all operands and results to have compatible element types
​ 4017272856 39667 | labeled | 2020-11-19T18:18:37Z | amahendrakar | New converter in tf 2.2 does not propely convert PReLU operation
​ 4017271907 42188 | labeled | 2020-11-19T18:18:22Z | ravikyram | Tflite convertor inserted additional 1x1 conv layers
​ 4017271903 42188 | labeled | 2020-11-19T18:18:22Z | ravikyram | Tflite convertor inserted additional 1x1 conv layers
